DAI,WETH,10000,1000007
DAI,WETH,10000,1000007
WETH,DAI,90022,1000007
WETH,DAI,90093,1000007
WETH,DAI,90025,1000007
WETH,DAI,90065,1000007
WETH,DAI,90011,1000007
WETH,DAI,90055,1000007
WETH,DAI,90048,1000007
WETH,DAI,90092,1000007
WETH,DAI,90099,1000007
WETH,DAI,90070,1000007
WETH,DAI,90019,1000007
WETH,DAI,90100,1000007
WETH,DAI,90032,1000007
WETH,DAI,90008,1000007
WETH,DAI,90075,1000007
WETH,DAI,90014,1000007
WETH,DAI,90014,1000007
WETH,DAI,90053,1000007
WETH,DAI,90053,1000007
WETH,DAI,90005,1000007
WETH,DAI,90005,1000007
WETH,DAI,90094,1000007
WETH,DAI,90094,1000007
WETH,DAI,90090,1000007
WETH,DAI,90090,1000007
WETH,DAI,90080,1000007
WETH,DAI,90080,1000007
WETH,DAI,90045,1000007
WETH,DAI,90045,1000007
WETH,DAI,90001,1000007
WETH,DAI,90001,1000007
WETH,DAI,90064,1000007
WETH,DAI,90064,1000007
WETH,DAI,90067,1000007
WETH,DAI,90067,1000007
DAI,WETH,90030,1000007
DAI,WETH,90030,1000007
DAI,WETH,90056,1000007
DAI,WETH,90056,1000007
DAI,WETH,90031,1000007
DAI,WETH,90031,1000007
DAI,WETH,90022,1000007
DAI,WETH,90022,1000007
DAI,WETH,90012,1000007
DAI,WETH,90012,1000007
DAI,WETH,90072,1000007
DAI,WETH,90072,1000007
DAI,WETH,90078,1000007
DAI,WETH,90078,1000007
DAI,WETH,90088,1000007
DAI,WETH,90088,1000007
DAI,WETH,90058,1000007
DAI,WETH,90058,1000007
DAI,WETH,90012,1000007
DAI,WETH,90012,1000007
DAI,WETH,90041,1000007
DAI,WETH,90041,1000007
DAI,WETH,90051,1000007
DAI,WETH,90051,1000007
DAI,WETH,90013,1000007
DAI,WETH,90013,1000007
DAI,WETH,90047,1000007
DAI,WETH,90047,1000007
DAI,WETH,90024,1000007
DAI,WETH,90024,1000007
DAI,WETH,90039,1000007
DAI,WETH,90039,1000007
DAI,WETH,90012,1000007
DAI,WETH,90012,1000007
DAI,WETH,90072,1000007
DAI,WETH,90072,1000007
DAI,WETH,90089,1000007
DAI,WETH,90089,1000007
DAI,WETH,90070,1000007
DAI,WETH,90070,1000007
DAI,WETH,90004,1000007
DAI,WETH,90004,1000007
DAI,WETH,90057,1000007
DAI,WETH,90057,1000007
DAI,WETH,90015,1000007
DAI,WETH,90015,1000007
DAI,WETH,90015,1000007
DAI,WETH,90015,1000007
DAI,WETH,90031,1000007
DAI,WETH,90031,1000007
DAI,WETH,90084,1000007
DAI,WETH,90084,1000007
DAI,WETH,90008,1000007
DAI,WETH,90008,1000007
DAI,WETH,90050,1000007
DAI,WETH,90050,1000007
DAI,WETH,90046,1000007
DAI,WETH,90046,1000007
DAI,WETH,90065,1000007
DAI,WETH,90065,1000007
DAI,WETH,90047,1000007
DAI,WETH,90047,1000007
DAI,WETH,90014,1000007
DAI,WETH,90014,1000007
DAI,WETH,90100,1000007
DAI,WETH,90100,1000007
DAI,WETH,90077,1000007
DAI,WETH,90077,1000007
DAI,WETH,90037,1000007
DAI,WETH,90037,1000007
WETH,DAI,280784901216372097,1000007
WETH,DAI,280784901216372097,1000007
WETH,DAI,280784901216372097,1000007
WETH,DAI,280784901216372097,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
WETH,DAI,280784901216372097,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
DAI,WETH,4714766600381869326336,1000007
DAI,WETH,5132060615638104670208,1000007
DAI,WETH,5132060615638104670208,1000007
DAI,WETH,4540413983949219333752,1000007
DAI,WETH,4540413983949219333752,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
DAI,WETH,5132060615638104670208,1000007
DAI,WETH,4540413983949219333752,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
DAI,WETH,5132060615638104670208,1000007
DAI,WETH,4540413983949219333752,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
DAI,WETH,5132060615638104670208,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
DAI,WETH,5132060615638104670208,1000007
DAI,WETH,4540413983949219333752,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
DAI,WETH,5132060615638104670208,1000007
DAI,WETH,4540413983949219333752,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
DAI,WETH,5132060615638104670208,1000007
DAI,WETH,4540413983949219333752,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
DAI,WETH,5132060615638104670208,1000007
DAI,WETH,4540413983949219333752,1000007
WETH,DAI,280784901216372097,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
DAI,WETH,5132060615638104670208,1000007
DAI,WETH,4540413983949219333752,1000007
WETH,DAI,90041,1000007
WETH,DAI,90039,1000007
WETH,DAI,90044,1000007
WETH,DAI,90096,1000007
WETH,DAI,90026,1000007
WETH,DAI,90065,1000007
WETH,DAI,90085,1000007
WETH,DAI,90086,1000007
WETH,DAI,90095,1000007
WETH,DAI,90079,1000007
WETH,DAI,90085,1000007
WETH,DAI,90011,1000007
WETH,DAI,90082,1000007
WETH,DAI,90002,1000007
WETH,DAI,90060,1000007
WETH,DAI,90027,1000007
WETH,DAI,90094,1000007
WETH,DAI,90005,1000007
WETH,DAI,90099,1000007
WETH,DAI,90032,1000007
WETH,DAI,90000000000000000000050,1000007
WETH,DAI,90000000000000000000031,1000007
WETH,DAI,90000000000000000000029,1000007
WETH,DAI,90000000000000000000053,1000007
WETH,DAI,90000000000000000000034,1000007
DAI,WETH,5132060615638104670208,1000007
DAI,WETH,5132060615638104670208,1000007
DAI,WETH,5132060615638104670208,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
DAI,WETH,5132060615638104670208,1000007
DAI,WETH,4540413983949219333752,1000007
DAI,WETH,380761711922225198381,1000007
WETH,DAI,1947662942387818096,1000007
WETH,DAI,12407462872647557,1000007
DAI,WETH,8004422359372323002566,1000007
WETH,DAI,1775137058910633984,1000007
DAI,WETH,5120623443612968285551,1000007
DAI,WETH,246031081002641236085,1000007
WETH,DAI,1519033309653304114,1000007
WETH,DAI,2474377409423840537,1000007
WETH,DAI,400485269112619118,1000007
WETH,DAI,1274293455837208282,1000007
WETH,DAI,2059554709417710336,1000007
DAI,WETH,9999941591201841021,1000007
WETH,DAI,1941297292439256565,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
DAI,WETH,5132060615638104670208,1000007
DAI,WETH,4540413983949219333752,1000007
DAI,WETH,380761711922225198381,1000007
WETH,DAI,1947662942387818096,1000007
WETH,DAI,12407462872647557,1000007
DAI,WETH,8004422359372323002566,1000007
WETH,DAI,1775137058910633984,1000007
DAI,WETH,5120623443612968285551,1000007
DAI,WETH,246031081002641236085,1000007
WETH,DAI,1519033309653304114,1000007
WETH,DAI,2474377409423840537,1000007
WETH,DAI,400485269112619118,1000007
WETH,DAI,1274293455837208282,1000007
WETH,DAI,2059554709417710336,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
DAI,WETH,5132060615638104670208,1000007
DAI,WETH,4540413983949219333752,1000007
DAI,WETH,380761711922225198381,1000007
WETH,DAI,1947662942387818096,1000007
WETH,DAI,12407462872647557,1000007
DAI,WETH,8004422359372323002566,1000007
WETH,DAI,1775137058910633984,1000007
DAI,WETH,5120623443612968285551,1000007
DAI,WETH,246031081002641236085,1000007
WETH,DAI,1519033309653304114,1000007
WETH,DAI,2474377409423840537,1000007
WETH,DAI,400485269112619118,1000007
WETH,DAI,1274293455837208282,1000007
WETH,DAI,2059554709417710336,1000007
DAI,WETH,4540413983949219333752,1000007
DAI,WETH,380761711922225198381,1000007
WETH,DAI,1947662942387818096,1000007
WETH,DAI,12407462872647557,1000007
DAI,WETH,8004422359372323002566,1000007
WETH,DAI,1775137058910633984,1000007
WETH,DAI,1947662942387818096,1000007
WETH,DAI,12407462872647557,1000007
DAI,WETH,8004422359372323002566,1000007
WETH,DAI,1775137058910633984,1000007
DAI,WETH,5120623443612968285551,1000007
DAI,WETH,246031081002641236085,1000007
WETH,DAI,1519033309653304114,1000007
WETH,DAI,1947662942387818096,1000007
WETH,DAI,12407462872647557,1000007
DAI,WETH,8004422359372323002566,1000007
WETH,DAI,1775137058910633984,1000007
DAI,WETH,5120623443612968285551,1000007
DAI,WETH,246031081002641236085,1000007
WETH,DAI,1519033309653304114,1000007
DAI,WETH,8004422359372323002566,1000007
WETH,DAI,1775137058910633984,1000007
DAI,WETH,5120623443612968285551,1000007
DAI,WETH,246031081002641236085,1000007
WETH,DAI,1519033309653304114,1000007
WETH,DAI,2474377409423840537,1000007
WETH,DAI,400485269112619118,1000007
WETH,DAI,1274293455837208282,1000007
WETH,DAI,2059554709417710336,1000007
DAI,WETH,8004422359372323002566,1000007
WETH,DAI,1775137058910633984,1000007
DAI,WETH,5120623443612968285551,1000007
DAI,WETH,246031081002641236085,1000007
WETH,DAI,1519033309653304114,1000007
WETH,DAI,2474377409423840537,1000007
WETH,DAI,400485269112619118,1000007
WETH,DAI,1274293455837208282,1000007
WETH,DAI,2059554709417710336,1000007
DAI,WETH,4457515328123567079424,1000007
WETH,DAI,2051688099564873792,1000007
WETH,DAI,98650922085918471,1000007
DAI,WETH,3813106677682260363820,1000007
DAI,WETH,6219819784033860556482,1000007
DAI,WETH,1007700000000000000000,1000007
DAI,WETH,3208233879906642249849,1000007
DAI,WETH,5191272824161686257664,1000007
WETH,DAI,3976429888932963,1000007
DAI,WETH,4899966830224584561401,1000007
DAI,WETH,5713104260812022142504,1000007
DAI,WETH,8965700391707475968000,1000007
DAI,WETH,8965700391707475968000,1000007
DAI,WETH,6473246457241475743744,1000007
DAI,WETH,674024399127998158899,1000007
WETH,DAI,4240375544985916,1000007
DAI,WETH,7048600000000000000,1000007
WETH,DAI,15863740492867013,1000007
DAI,WETH,3463444609666500525202,1000007
DAI,WETH,5210330735514022645273,1000007
DAI,WETH,7048600000000000000,1000007
WETH,DAI,15863740492867013,1000007
DAI,WETH,3463444609666500525202,1000007
DAI,WETH,5210330735514022645273,1000007
DAI,WETH,6147099813805085617858,1000007
DAI,WETH,5870136771025135730688,1000007
DAI,WETH,2000000000000000000,1000007
DAI,WETH,6411571306873578586112,1000007
DAI,WETH,8396040672095492898816,1000007
DAI,WETH,7048600000000000000,1000007
WETH,DAI,15863740492867013,1000007
DAI,WETH,3463444609666500525202,1000007
DAI,WETH,5210330735514022645273,1000007
DAI,WETH,6147099813805085617858,1000007
DAI,WETH,5870136771025135730688,1000007
DAI,WETH,2000000000000000000,1000007
DAI,WETH,6411571306873578586112,1000007
DAI,WETH,8396040672095492898816,1000007
DAI,WETH,6612469036845024411648,1000007
DAI,WETH,7074884815923452493584,1000007
DAI,WETH,2000000000000000000,1000007
DAI,WETH,6461219785221386272768,1000007
WETH,DAI,3222979063167817216,1000007
WETH,DAI,2203857737491174801,1000007
WETH,DAI,1973293599973965824,1000007
WETH,DAI,1935257657363398656,1000007
WETH,DAI,2228537859439364185,1000007
DAI,WETH,198546157983345332937,1000007
WETH,DAI,2699405540472050588,1000007
WETH,DAI,2265688818797510656,1000007
DAI,WETH,178861879932433188525,1000007
WETH,DAI,3929720842688665600,1000007
WETH,DAI,2423587527588839424,1000007
WETH,DAI,2598664429249390592,1000007
WETH,DAI,4581879287122492134,1000007
WETH,DAI,3480889468787590656,1000007
WETH,DAI,3313723584198737920,1000007
WETH,DAI,2289734070335817513,1000007
WETH,DAI,2490372603453371221,1000007
WETH,DAI,2321554470228563914,1000007
WETH,DAI,4517098525082736213,1000007
DAI,WETH,8670262730094245052416,1000007
DAI,WETH,6946919088958316816862,1000007
DAI,WETH,522476226144570840210,1000007
DAI,WETH,4946071931107376858314,1000007
DAI,WETH,6808236310686395024161,1000007
DAI,WETH,5635070891071576735744,1000007
DAI,WETH,7223217352095526027264,1000007
DAI,WETH,6184480403380519847265,1000007
DAI,WETH,4760789321529106784015,1000007
WETH,DAI,2800588182230629171,1000007
WETH,DAI,2278694920367636480,1000007
WETH,DAI,2295291668107829248,1000007
DAI,WETH,7048600000000000000,1000007
DAI,WETH,6147099813805085617858,1000007
DAI,WETH,5870136771025135730688,1000007
DAI,WETH,2000000000000000000,1000007
DAI,WETH,6411571306873578586112,1000007
WETH,DAI,1336450819446773386,1000007
WETH,DAI,1345394159046189737,1000007
WETH,DAI,1336450819446773386,1000007
DAI,WETH,4941080984023126245376,1000007
DAI,WETH,5681623560291263231732,1000007
WETH,DAI,77468589191275985,1000007
DAI,WETH,6870655782948012334249,1000007
DAI,WETH,5756773230007447191552,1000007
WETH,DAI,70026382610725642,1000007
DAI,WETH,9963775498982388662272,1000007
DAI,WETH,6131455267556116398080,1000007
DAI,WETH,6562896888606734942208,1000007
DAI,WETH,11542771891948805462118,1000007
DAI,WETH,8744624334175683477504,1000007
DAI,WETH,8305167448777364078592,1000007
DAI,WETH,5727641761160697108448,1000007
DAI,WETH,6219255235825274421818,1000007
DAI,WETH,5788044990544478038778,1000007
DAI,WETH,11235428738619865802279,1000007
WETH,DAI,3466171129087918080,1000007
WETH,DAI,2771237192741919171,1000007
WETH,DAI,208209217784208639,1000007
WETH,DAI,1969549564085030512,1000007
WETH,DAI,2706687108785811954,1000007
WETH,DAI,2236436854726798080,1000007
WETH,DAI,2861673746215143936,1000007
WETH,DAI,2445651717622171906,1000007
WETH,DAI,1879825726990569636,1000007
DAI,WETH,7047974932269796636779,1000007
DAI,WETH,5724494524103199293440,1000007
DAI,WETH,5757041379137825013760,1000007
WETH,DAI,1336450819446773386,1000007
WETH,DAI,1345394159046189737,1000007
WETH,DAI,20000000000000000,1000007
DAI,WETH,167940966422083561880,1000007
DAI,WETH,125260490000000000000,1000007
WETH,DAI,130387161072430439,1000007
DAI,WETH,100000000000000000000,1000007
DAI,WETH,37855697352569363221,1000007
DAI,WETH,17515054433031875035,1000007
WETH,DAI,191125000000000000,1000007
WETH,DAI,280784901216372097,1000007
DAI,WETH,700855760113855333028,1000007
DAI,WETH,4714766600381869326336,1000007
DAI,WETH,5132060615638104670208,1000007
DAI,WETH,4540413983949219333752,1000007
DAI,WETH,380761711922225198381,1000007
WETH,DAI,1947662942387818096,1000007
WETH,DAI,12407462872647557,1000007
DAI,WETH,8004422359372323002566,1000007
WETH,DAI,1775137058910633984,1000007
DAI,WETH,5120623443612968285551,1000007
DAI,WETH,246031081002641236085,1000007
WETH,DAI,1519033309653304114,1000007
